"state_abbr" "state_fips" "city_fips" "stpl_fips" "stcosub_fips" "city_name" "metric_name" "metric_number" "group_name" "group_number" "num" "denom" "est" "lci" "uci" "county_indicator" "multiplier_indicator" "data_yr_type" "data_yr" "geo_level" "date_export" "census_year" "version" "NCHS_disclaimer" "suggested_citation"
"1" "DC" "11" "1150000" "1150000" "-999" "Washington" "Absenteeism" 1 "asian" 4 96 532 18 -999 -999 -999 -999 "2017-2018" "2018" "city" 2022-12-09 2010 16.0 "The downloadable data tables shared on the City Health Dashboard website were not released as a micro-level downloadable datasets from NCHS/RDC, rather .csv aggregated data tables whose analyses were conducted per NCHS disclosure requirements in a secure environment and released as approved output. The findings and conclusions on this website are those of the author(s) and do not represent the views of the Research Data Center, the National Center for Health Statistics, or the Centers for Disease Control and Prevention. NCHS does not recommend further analysis of these tables because linking them to individually identifiable data from other NCHS or non-NCHS datasets could potentially cause disclosure. If you believe a disclosure has occurred please contact info@cityhealthdashboard.com and RDCA@cdc.gov." "Department of Population Health, NYU Langone Health. City Health Dashboard. https://www.cityhealthdashboard.com/. Accessed [INSERT DATE OF ACCESS]."
"2" "DC" "11" "1150000" "1150000" "-999" "Washington" "Absenteeism" 1 "black" 5 11714 24987 46.9 -999 -999 -999 -999 "2017-2018" "2018" "city" 2022-12-09 2010 16.0 "" ""
"3" "DC" "11" "1150000" "1150000" "-999" "Washington" "Absenteeism" 1 "female" 2 7042 16702 42.2 -999 -999 -999 -999 "2017-2018" "2018" "city" 2022-12-09 2010 16.0 "" ""
"4" "DC" "11" "1150000" "1150000" "-999" "Washington" "Absenteeism" 1 "hispanic" 6 2301 5010 45.9 -999 -999 -999 -999 "2017-2018" "2018" "city" 2022-12-09 2010 16.0 "" ""
"5" "DC" "11" "1150000" "1150000" "-999" "Washington" "Absenteeism" 1 "male" 3 7700 17072 45.1 -999 -999 -999 -999 "2017-2018" "2018" "city" 2022-12-09 2010 16.0 "" ""
"6" "DC" "11" "1150000" "1150000" "-999" "Washington" "Absenteeism" 1 "other" 8 142 609 23.3 -999 -999 -999 -999 "2017-2018" "2018" "city" 2022-12-09 2010 16.0 "" ""
"7" "DC" "11" "1150000" "1150000" "-999" "Washington" "Absenteeism" 1 "total population" 1 14742 33774 43.6 -999 -999 -999 -999 "2017-2018" "2018" "city" 2022-12-09 2010 16.0 "" ""
"8" "DC" "11" "1150000" "1150000" "-999" "Washington" "Absenteeism" 1 "white" 7 489 2636 18.6 -999 -999 -999 -999 "2017-2018" "2018" "city" 2022-12-09 2010 16.0 "" ""
"9" "DC" "11" "1150000" "1150000" "-999" "Washington" "Air pollution - particulate matter" 2 "total population" 1 -999 -999 8.6 -999 -999 -999 -999 "2018, 1 Year Modeled Estimate" "2018" "city" 2022-12-09 2010 16.0 "" ""
"10" "DC" "11" "1150000" "1150000" "-999" "Washington" "Binge drinking" 3 "total population" 1 -999 -999 23.5 23.4 23.6 -999 -999 "2019, 1 Year Modeled Estimate" "2019" "city" 2022-12-09 2010 16.0 "" ""
"11" "DC" "11" "1150000" "1150000" "-999" "Washington" "Breast cancer deaths" 28 "asian" 4 -999 -999 NA NA NA 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
"12" "DC" "11" "1150000" "1150000" "-999" "Washington" "Breast cancer deaths" 28 "black" 5 -999 -999 34 30.1 38 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
"13" "DC" "11" "1150000" "1150000" "-999" "Washington" "Breast cancer deaths" 28 "hispanic" 6 -999 -999 NA NA NA 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
"14" "DC" "11" "1150000" "1150000" "-999" "Washington" "Breast cancer deaths" 28 "total population" 1 -999 -999 25.8 23.2 28.4 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
"15" "DC" "11" "1150000" "1150000" "-999" "Washington" "Breast cancer deaths" 28 "white" 7 -999 -999 17.8 13.9 21.7 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
"16" "DC" "11" "1150000" "1150000" "-999" "Washington" "Broadband connection" 40 "total population" 1 -999 -999 75.8 75.1 76.5 -999 -999 "2020, 5 Year Estimate" "2020" "city" 2022-12-09 2020 16.0 "" ""
"17" "DC" "11" "1150000" "1150000" "-999" "Washington" "Cardiovascular disease deaths" 29 "asian" 4 -999 -999 94.5 71.8 117.2 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
"18" "DC" "11" "1150000" "1150000" "-999" "Washington" "Cardiovascular disease deaths" 29 "black" 5 -999 -999 308.7 299.9 317.6 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
"19" "DC" "11" "1150000" "1150000" "-999" "Washington" "Cardiovascular disease deaths" 29 "female" 2 -999 -999 187.7 180.9 194.5 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
"20" "DC" "11" "1150000" "1150000" "-999" "Washington" "Cardiovascular disease deaths" 29 "hispanic" 6 -999 -999 123.1 104.6 141.6 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
"21" "DC" "11" "1150000" "1150000" "-999" "Washington" "Cardiovascular disease deaths" 29 "male" 3 -999 -999 269.7 259.8 279.6 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
"22" "DC" "11" "1150000" "1150000" "-999" "Washington" "Cardiovascular disease deaths" 29 "total population" 1 -999 -999 224.2 218.5 230 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
"23" "DC" "11" "1150000" "1150000" "-999" "Washington" "Cardiovascular disease deaths" 29 "white" 7 -999 -999 103.4 96.9 109.9 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
"24" "DC" "11" "1150000" "1150000" "-999" "Washington" "Children in Poverty" 4 "asian" 4 210 2559 8.2 2.1 14.3 -999 -999 "2020, 5 Year Estimate" "2020" "city" 2022-12-09 2020 16.0 "" ""
"25" "DC" "11" "1150000" "1150000" "-999" "Washington" "Children in Poverty" 4 "black" 5 24204 68088 35.5 33.6 37.5 -999 -999 "2020, 5 Year Estimate" "2020" "city" 2022-12-09 2020 16.0 "" ""
"26" "DC" "11" "1150000" "1150000" "-999" "Washington" "Children in Poverty" 4 "hispanic" 6 2863 20598 13.9 11 16.8 -999 -999 "2020, 5 Year Estimate" "2020" "city" 2022-12-09 2020 16.0 "" ""
"27" "DC" "11" "1150000" "1150000" "-999" "Washington" "Children in Poverty" 4 "other" 8 3286 20154 16.3 13.1 19.5 -999 -999 "2020, 5 Year Estimate" "2020" "city" 2022-12-09 2020 16.0 "" ""
"28" "DC" "11" "1150000" "1150000" "-999" "Washington" "Children in Poverty" 4 "total population" 1 28347 124153 22.8 21.6 24.1 -999 -999 "2020, 5 Year Estimate" "2020" "city" 2022-12-09 2020 16.0 "" ""
"29" "DC" "11" "1150000" "1150000" "-999" "Washington" "Children in Poverty" 4 "white" 7 356 26872 1.3 0.8 1.8 -999 -999 "2020, 5 Year Estimate" "2020" "city" 2022-12-09 2020 16.0 "" ""
"30" "DC" "11" "1150000" "1150000" "-999" "Washington" "Colorectal cancer deaths" 30 "asian" 4 -999 -999 NA NA NA 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
"31" "DC" "11" "1150000" "1150000" "-999" "Washington" "Colorectal cancer deaths" 30 "black" 5 -999 -999 20.3 18 22.6 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
"32" "DC" "11" "1150000" "1150000" "-999" "Washington" "Colorectal cancer deaths" 30 "female" 2 -999 -999 13.1 11.3 15 0 3 "2020, 3 Year Estimate" "2020" "city" 2022-12-09 2010 16.0 "" ""
